commune_code,quartier,region,departement,milieu_residence,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,cm_sexe,cm_age,cm_tranche_age,repondant_statut,repondant_est_cm,cm_branche_etudes,cm_niveau_etudes,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nat,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_dechets_liste,nb_sources_dechets,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_dechets_liste,nb_natures_dechets,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee_soi,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,acces_benne_tasseuse,benne_service_principal,benne_point_distance,benne_point_nettoyage,benne_heure_convient,benne_frequence,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,responsable_evacuation,existence_bacs_quartier,satisfaction_bacs_quartier,corbeilles_rue_presentes,satisfaction_corbeilles_disposition,satisfaction_corbeilles_qualite,acces_depotoire_normalise,depot_sauvage_rue,eaux_usees_rue,depot_sauvage_observe,dernier_depot_sauvage,contact_autorites_depot,satisfaction_reaction_autorites,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,operations_nettoyage_quartier,place_publique_presence,place_publique_gestionnaire,place_publique_salubrite,marche_present,marche_gestionnaire,marche_gestion_qualite,connait_UCG,campagne_sensibilisation,satisfaction_sensibilisation,duree_quartier_sup_1mois,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_declarees_liste,nb_maladies_declarees,aucune_maladie,nb_types_maladies_menage,maladie_potentiellement_liee_dechets,perception_risque_sanitaire,suggestions_amelioration
10,YANN BEL AIR,,,,7,4,5,6,22.0,Propriétaire,Villa / Maison individuelle,2,Moyen-haut,Femme,47,45-59 ans,Fils/Fille du CM,Non,Coranique / Daara,,Non,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,0,0,1,0,1,0,1,0,Plastiques | Papier / Carton | Déchets électroménagers | Métal | Médicaments,5,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Oui,Pas du tout satisfait / Très mauvais,,Oui,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,0,0,1,1,0,Moustiques | Mouches | Vers | Rats,4,,,Oui,Non,,,,,,Oui,Oui,Oui,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,AUGMENTER LA FRÉQUENCE DE VENUE DES CAMIONS QUI GÈRENT LES DÉCHETS. FAILLES ÊTRE PLUS SÉRIEUX DEDANS
10,HANN SUR MER,,,,3,2,5,4,14.0,Logé par un tiers,Chambre(s) en bande,0,Faible,Homme,70,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Primaire,Non,Non,Non,Oui,Oui,,,,,0,1,0,1,1,0,0,Gestion foyer hors alimentation | Animaux domestiques | Entretien du logement,3,1,1,1,0,1,1,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Déchets verts | Métal | Excréments d'animaux,7,Poubelle avec couvercle,Non,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Ne sait pas,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Non,,,,,,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,FAUT TROUVER DES MOYENS D'ORIENTATION ET DE SENSIBILISATION DES HABITANTS SUR LES MOYENS QUE RISQUENT CES ORDURES.
10,Hann 3,,,,2,1,2,4,9.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,50,45-59 ans,Conjoint(e) du CM,Non,Français,,Non,Non,Non,Non,Non,,,,,1,0,1,1,0,0,0,Consommation alimentaire / cuisine | Élevage | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Oui,Satisfait / Bon,Non,,,Oui,"Oui, très souvent","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,1,1,1,Moustiques | Mouches | Cafards | Souris | Vers | Rats | Autre,7,Ne sait pas,,Oui,Oui,UCG,Pas satisfait / Mauvais,Oui,UCG,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,1,1,0,1,0,0,0,0,Asthme | Rhume | Toux,3,0,3,Oui,,
10,HANN 3,,,,2,1,6,4,13.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,60,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Secondaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle avec couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Oui, fréquemment",Moins de 2 jours,Oui,Satisfait / Bon,0,0,0,0,0,0,1,Autre,1,Non,,Non,Oui,UCG,Satisfait / Bon,Oui,Autre,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui,,Ameliorer la frequence des services de gestion des dechets
10,HANN 3,,,,5,3,4,4,16.0,Propriétaire,Appartement,2,Moyen-haut,Homme,40,35-44 ans,Conjoint(e) du CM,Non,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,1,1,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage,3,1,0,0,0,0,0,0,1,0,0,Plastiques | Excréments d'animaux,2,Poubelle avec couvercle,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Non,Non,,1 mois et plus,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui,,AUGMENTER LA FREQUENCE DES PASSAGES DES SERVICES QUI GERENT LA GESTION DES ORDURE
10,CAPA,,,,0,2,2,1,5.0,Propriétaire,Appartement,2,Moyen-haut,Femme,55,45-59 ans,Fils/Fille du CM,Non,Coranique / Daara,,Oui,Non,Non,Oui,Oui,,,,,0,1,0,0,0,0,0,Gestion foyer hors alimentation,1,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,1,0,0,0,0,0,Mouches,1,,,Oui,Non,,,,,,Oui,Non,,1 mois et plus,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui,,AVOIR DES BANCS A ORDURE ET DES CORBEILLES
10,HANN 3 CAPA,,,,1,1,5,2,9.0,Propriétaire,Appartement,2,Moyen-haut,Homme,63,60 ans et plus,Conjoint(e) du CM,Non,Français,,Non,Non,Non,Non,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Coin de la cour / à même le sol,Non,Autre endroit extérieur,Oui,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Non,,,,,,Non,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,AVOIR DES BANCS A ORDURE ET DES TUYAU D' EVACUTIONS D'EAU USEE
10,VILLE MONT,,,,0,0,2,1,3.0,Locataire,Appartement,1,Moyen-bas,Homme,54,45-59 ans,Conjoint(e) du CM,Non,Aucun,Supérieur,Oui,Ne sait pas,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,0,1,1,0,0,1,0,0,0,0,Papier / Carton | Restes d'aliments | Déchets verts,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Non,Non,,,,,,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,AVOIR DES BANCS A ORDURE
10,CAPA,,,,1,2,1,1,5.0,Propriétaire,Appartement,2,Moyen-haut,Homme,45,45-59 ans,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,0,1,0,0,0,0,0,0,0,Plastiques | Restes d'aliments,2,Poubelle avec couvercle,Non,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Ne sait pas,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,Sans Avis
10,Hann plage,,,,4,3,1,3,11.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,47,45-59 ans,Conjoint(e) du CM,Non,Français,,Non,Non,Oui,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,0,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus | Déchets verts,4,Poubelle sans couvercle,Non,Dans la cour,Oui,Non,Oui,Plastique,,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,,,Oui,Non,,,,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,Gérer la propreté du quartier.
10,HANNYENN,,,,5,4,7,4,20.0,Locataire,Appartement,1,Moyen-bas,Homme,52,45-59 ans,Autre parent du CM,Non,Français,,Ne sait pas,Ne sait pas,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,1,1,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts | Métal,7,Coin de la cour / à même le sol,Oui,Devant la maison / entrée,Non,Oui,Non,,Pas connaissance,Une partie,Non,Non,Oui (partie),Non,Oui,Occasionnellement,,,,,,,,,Non,,,,0.0,,Non,,Oui,Pas du tout satisfait / Très mauvais,,Oui,"Oui, très souvent","Oui, rarement","Oui, rarement",,,,1,1,0,1,1,0,0,Moustiques | Mouches | Souris | Vers,4,,,Oui,Oui,Opérateur privé,Satisfait / Bon,Oui,UCG,Très satisfait / Très bon,Oui,Non,,1 mois et plus,1,0,0,0,0,1,0,0,0,Fièvre | Nausées / Vomissements,2,0,2,Oui,,"LE CAMION DOIT VENIR FRÉQUEMMENT, AUSSI LA CANALISATION AVEC LES EAUX USÉES"
10,HANN 3,,,,0,0,1,0,1.0,Locataire,Appartement,1,Moyen-bas,Homme,25,25-34 ans,Chef de ménage,Oui,Aucun,Supérieur,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle sans couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Oui,Pas du tout satisfait / Très mauvais,Oui,Pas du tout satisfait / Très mauvais,,Oui,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,Mairie,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,AUGMENTATER LA FRÉQUENCE DES SENSIBILISATIONS
10,HANN3,,,,1,0,2,1,4.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Autre,,Ne sait pas,Ne sait pas,Ne sait pas,Oui,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Non,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,Opérateur privé,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,PROMOUVOIR L'EVACUATION DES DECHETS LIQUIDES
10,YARAKH HANN PLAGE,,,,0,3,1,2,6.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Oui,Oui,Oui,Oui,,,,,1,0,1,0,1,1,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement | Commerce / activités productives,4,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle sans couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Ne sait pas,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,0,1,0,1,0,1,0,0,Rhume | Toux | Démangeaisons,3,0,3,Oui,,NE PLUS LAISSER LES ORDURES TOMBEES DANS LA RUE UNE FOIS APRÈS PASSAGE DE L'UCG
10,Han plage,,,,6,7,12,10,35.0,Propriétaire,Villa / Maison individuelle,2,Moyen-haut,Femme,58,45-59 ans,Frère/Sœur du CM,Non,Franco-arabe,Primaire,Non,Non,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,0,1,1,0,0,0,0,0,0,0,Papier / Carton | Restes d'aliments,2,Poubelle sans couvercle,Non,Devant la maison / entrée,Oui,Non,Oui,Ferraille,,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Oui,Pas satisfait / Mauvais,,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,Association de quartier,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,AVOIR DES DEPOTS D ORDURES DANS LE QUARTIER
10,Yarky capa,,,,1,4,3,1,9.0,Propriétaire,Appartement,2,Moyen-haut,Homme,58,45-59 ans,Fils/Fille du CM,Non,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus,4,Poubelle avec couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Oui,Pas satisfait / Mauvais,,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Opérateur privé,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,AVoir des poubelles
10,Mor fall,,,,1,1,6,4,12.0,Propriétaire,Appartement,2,Moyen-haut,Femme,43,35-44 ans,Chef de ménage,Oui,Aucun,Secondaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Médicaments,4,Coin de la cour / à même le sol,Non,Devant la maison / entrée,Oui,Oui,Oui,Ferraille,,Une partie,Oui (partie),Non,Non,Non,Oui,Rarement,,,,,,,,,Non,,,,0.0,,Oui,Satisfait / Bon,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Association de quartier,Satisfait / Bon,Oui,UCG,Pas satisfait / Mauvais,Oui,Oui,Non,1 mois et plus,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui,,"ENTRETIEN DU MARCHE, MANQUE DE MOYEN"
10,Antha,,,,3,6,7,7,23.0,Propriétaire,Appartement,2,Moyen-haut,Femme,70,60 ans et plus,Autre parent du CM,Non,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Coin de la cour / à même le sol,Oui,Devant la maison / entrée,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,,,Oui,Non,,,,,,Oui,Non,,1 mois et plus,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui,,Aider la pop financière
10,Hann plage,,,,0,4,6,8,18.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,73,60 ans et plus,Fils/Fille du CM,Non,Autre,,Ne sait pas,Ne sait pas,Ne sait pas,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Revenus faibles,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Association de quartier,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,"L ENTRETIEN DE L USINE
AIde jeunesse"
10,Hann plage,,,,3,4,7,9,23.0,Propriétaire,Villa / Maison individuelle,2,Moyen-haut,Femme,52,45-59 ans,Conjoint(e) du CM,Non,Franco-arabe,Primaire,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Dans la cour,Non,Non,Non,,Pas connaissance,Une partie,Non,Non,Non,Oui (partie),Oui,Rarement,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, rarement","Oui, rarement","Oui, rarement",,,,1,1,0,1,0,1,0,Moustiques | Mouches | Souris | Rats,4,,,Oui,Non,,,,,,Oui,Oui,Non,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Entretien du quartier
10,Yarakhe hann,,,,0,1,0,3,4.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,99,60 ans et plus,Fils/Fille du CM,Non,Franco-arabe,Ne sait pas,Non,Non,Oui,Ne sait pas,Oui,,,,,1,0,1,1,1,0,0,Consommation alimentaire / cuisine | Élevage | Animaux domestiques | Entretien du logement,4,1,0,1,0,0,0,1,0,0,0,Plastiques | Restes d'aliments | Métal,3,Poubelle sans couvercle,Non,Dans la cour,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Oui,UCG,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,"Sensibilisation
Amené des poubelles
Nettoyé chaque dimanche"
10,Hann plage,,,,2,2,5,5,14.0,Locataire,Chambre(s) en bande,0,Faible,Homme,37,35-44 ans,Chef de ménage,Oui,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,0,0,0,1,1,0,Consommation alimentaire / cuisine | Entretien du logement | Commerce / activités productives,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Coin de la cour / à même le sol,Oui,Dans la cour,Non,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, rarement","Oui, rarement","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Oui,UCG,Satisfait / Bon,Oui,Autre,Satisfait / Bon,Oui,Oui,Oui,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Sensibiliser la pop
10,Hann3,,,,1,1,1,1,4.0,Propriétaire,Appartement,2,Moyen-haut,Homme,33,25-34 ans,Conjoint(e) du CM,Non,Aucun,Secondaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,0,0,1,0,1,1,0,0,Plastiques | Papier / Carton | Déchets électroménagers | Métal | Excréments d'animaux,5,Poubelle sans couvercle,Non,Dans la cour,Oui,Non,Oui,Ferraille,,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Oui,Satisfait / Bon,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,AUGMENTER LES DEPOTOIRES ET ARRETER LES GREVES
10,Hann 3,,,,0,2,2,2,6.0,Propriétaire,Appartement,2,Moyen-haut,Homme,48,45-59 ans,Chef de ménage,Oui,Aucun,Secondaire,Oui,Oui,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,Autre,Très satisfait / Très bon,Oui,Autre,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,LES CAMIONS DOIVENT PASSER RÉGULIÈREMENT
10,Hann3,,,,1,3,5,4,13.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,65,60 ans et plus,Autre personne non apparentée,Non,Aucun,Supérieur,Oui,Oui,Oui,Oui,Oui,,,,,1,1,0,1,1,1,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques | Entretien du logement | Commerce / activités productives,5,1,1,0,0,0,1,0,1,0,0,Plastiques | Papier / Carton | Déchets verts | Excréments d'animaux,4,Poubelle sans couvercle,Non,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Non,Oui,Autre,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,0,1,1,0,0,0,0,0,1,Asthme | Rhume | Autre maladie,3,0,3,Oui,,"L'HEURE D'ARRIVÉE DOIT ETRE PRECIS, ET LA FREQUENCE A AUGMENTER"
10,Hann 3,,,,1,0,1,2,4.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,23,Moins de 25 ans,Conjoint(e) du CM,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus,3,Poubelle sans couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Oui,Satisfait / Bon,Non,,,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,Autre,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non,,BONNE QUALITE DU SERVICE RIEN À REPROVHER
